Inicio del Ciclo,Grabando,Grabacion finalizada,Conversion a flac,API Request,API Response,Brain Request,Brain Response,Ejecutando TTS,
,5.100834,0.001371,1.381858,10.704021,0.010889,0.0041,0.006641,3.161485,
,4.835518,0.000695,1.033034,3.468076,0.011171,0.002748,0.003212,2.360092,
,4.775598,0.007666,1.469683,7.999004,0.009362,0.002473,0.006062,2.36635,
,4.847669,0.01072,1.61123,4.953267,0.013425,0.002923,0.002969,5.909339,
,4.86026,-0.092257,1.508466,6.743122,0.010402,0.002281,0.002473,2.064639,
,4.733689,0.011046,1.012077,8.326053,0.006946,0.003044,0.003538,3.454538,
,4.792055,0.008054,1.159306,6.002518,0.011327,0.016822,0.008473,2.519738,
,4.750088,0.005435,1.34425,9.447511,0.013388,0.003147,0.005128,3.175694,
,4.865218,0.006538,1.042106,9.498709,0.010374,0.002986,0.003801,3.919484,
,5.224747,0.011832,1.028248,10.591683,0.008066,0.005274,0.007815,3.538355,
,4.817956,0.013107,1.487434,9.158644,0.008129,0.12123,0.041846,5.469368,
,5.153643,0.022854,1.041327,9.820777,0.015205,0.00288,0.006463,3.280882,
,4.69117,0.00038,1.035029,8.84612,0.010341,0.004123,0.004953,3.336677,
,4.763018,-0.004748,1.426315,16.155943,0.011758,0.010433,0.003784,3.273438,
,4.725268,0.007611,1.643085,23.090788,0.008137,0.009968,0.004167,4.633334,
,5.236167,0.010023,1.16465,5.584726,0.010239,0.006197,0.005313,1.75471,
,4.771331,0.010108,1.742945,3.419348,0.010322,0.003641,0.005621,3.119946,
,4.883677,0.012062,1.087746,4.282858,0.008655,0.001845,0.007082,5.671303,
,5.084724,0.003845,1.075336,3.6838,0.018553,0.005873,0.007821,2.204512,
,4.711479,0.010459,1.609514,4.408478,0.010737,0.002347,0.003587,6.63708,
,4.753391,0.008001,1.586058,3.895925,0.010186,0.026591,0.004025,3.439562,
,4.710114,0.003933,1.371696,5.002191,0.008155,0.002262,0.005242,3.140202,
,5.989699,0.00201,1.35546,5.406758,0.011434,0.003392,0.003861,3.832502,
,4.690482,0.009097,1.42251,3.213061,0.010014,0.002334,0.003995,4.22716,
,5.409743,0.00747,1.362956,3.058973,0.012157,0.004589,0.003347,3.370812,
,4.737195,0.003346,1.02272,2.26384,0.015053,0.002659,0.006067,2.35914,
,4.854259,0.428539,1.083522,2.273026,0.008607,0.007203,0.003567,7.959018,
,5.104936,-0.123851,1.008871,18.096918,0.016581,0.002837,0.006389,3.560251,
,5.116562,0.010186,1.41519,18.997966,0.009146,0.004028,0.003249,3.494685,
,4.68534,0.43206,1.193072,20.758982,0.010584,0.004093,0.003267,2.836131,
,5.185607,0.009928,1.054383,6.823034,0.012526,0.005985,0.004749,3.536031,
,121.843999,0.002618,1.517986,5.28973,0.009468,0.003293,0.004216,2.554699,
,4.752001,0.016314,0.992033,3.140077,0.010309,0.003203,0.005004,1.466881,
,4.71336,0.005823,1.365893,2.680972,0.008436,0.004238,0.003643,4.230974,
,4.485456,0.368993,1.339806,3.475352,0.012345,0.142041,0.006341,3.145993,
,4.962823,-0.096566,0.940134,7.2954,0.016028,0.004085,0.006079,5.350471,
,5.095011,0.832944,1.102128,9.586426,0.017411,0.003164,0.00591,6.350125,
,5.120362,0.011236,2.041025,5.948824,0.014276,0.00639,0.005754,7.391925,
,4.042262,0.001206,1.00623,1.845798,0.010007,0.003356,0.005202,2.02134,
,4.555691,-0.006294,1.366795,2.667262,0.008058,0.004266,0.006329,3.508335,
,5.065912,0.006248,1.696044,2.063315,0.008155,0.010875,0.010875,3.718926,
,5.133309,0.000178,1.44292,2.33535,0.008462,0.002231,0.00545,4.633709,
,4.82914,0.008294,0.99941,2.70323,0.007137,0.003862,0.004606,4.390108,
,5.17534,0.002673,0.989889,3.004285,0.037959,0.008848,0.007729,2.363363,
,4.037549,0.00655,1.342565,2.723063,0.013809,0.007753,0.004249,2.433485,
,4.750922,0.443424,1.245176,2.246413,0.011973,0.006463,0.004708,3.399789,
,5.561066,0.733494,1.053218,3.189291,0.008711,0.006142,0.006453,3.459483,
,5.166521,0.008477,1.300607,2.537236,0.009444,0.014146,0.003727,2.053653,
,5.000363,0.002925,1.063064,1.760196,0.008423,0.004429,0.005517,4.109936,
,5.313023,0.003657,1.812689,2.723817,0.010932,0.002247,0.006495,4.239075,
,4.744914,0.00812,1.076921,3.369918,0.010641,0.001892,0.005404,3.165807,
,4.071825,-0.070997,1.020668,3.443982,0.011192,0.002598,0.006103,3.407648,
,5.162491,0.008025,1.448652,3.371978,0.008118,0.004826,0.032865,3.403953,
,4.747564,0.487817,1.388645,3.316133,0.012362,0.002661,0.003023,4.210056,
,4.905153,0.004379,1.419825,3.14177,0.010851,0.003394,0.004902,2.842555,
,4.843823,0.732162,1.558507,3.388981,0.00697,0.002478,0.013432,6.399171,
,4.73861,0.008762,1.401521,2.079765,0.009074,0.006249,0.003468,3.423702,
,4.805952,0.00217,1.091411,2.767064,0.012261,0.002751,0.0031,1.743713,
,4.114254,0.005264,1.669883,3.635642,0.012169,0.006623,0.006054,1.844823,
,170.402672,0.00568,1.65065,2.771465,0.011104,0.008697,0.003793,1.93287,
,4.771615,-0.000577,1.460941,2.964746,0.013971,0.006658,0.005637,3.107019,
,4.782288,-0.000281,1.054213,3.468819,0.012798,0.015261,0.015924,3.053673,
,5.855709,0.006301,0.945068,3.118403,0.010927,0.006423,0.006192,3.105827,
,4.755009,0.017787,0.997282,3.223404,0.010378,0.001895,0.00411,1.535101,
,5.31403,0.400401,1.329949,2.759795,0.012974,0.001786,0.004052,3.303051,
,4.035144,0.426155,1.318357,3.751082,0.01131,0.007471,0.005646,3.712479,
,4.743109,0.009872,0.363973,1.847175,0.01597,0.002641,0.006338,3.585202,
,4.742962,0.007443,1.489619,2.926493,0.010215,0.00349,0.022698,3.741209,
,4.738718,-0.001592,1.469797,3.023235,0.009793,0.004884,0.005696,3.884155,
,4.869185,-0.097093,0.999463,2.995886,0.015085,0.002471,0.004278,1.756742,
,4.772286,0.008039,1.022215,3.734251,0.011127,0.001686,0.004235,3.705797,
,4.682615,0.007818,1.343809,2.995603,0.010881,0.002854,0.003811,2.069547,
,4.82225,0.011007,1.383717,4.447342,0.008743,0.006184,0.003168,4.505093,
,4.808588,0.006491,1.281186,3.945256,0.011238,0.019528,0.00682,2.498534,
,4.74008,0.399262,1.052268,3.147697,0.012222,0.003308,0.006326,4.308729,
,5.315649,0.008891,1.263509,3.030769,0.007891,0.004021,0.009285,3.483212,
,4.043761,0.005946,1.059663,3.493789,0.010335,0.003662,0.007108,1.551141,
,4.827989,0.584823,1.011756,3.0384,0.009131,0.00357,0.006813,2.054513,
,5.045491,-0.086701,1.03274,3.803072,0.012439,0.002713,0.004342,7.578234,
,4.757128,0.003434,1.663955,2.791515,0.014712,0.002404,0.003319,2.85652,
,5.097867,0.00336,1.956188,3.233783,0.019667,0.019563,0.004614,3.547762,
,5.045668,0.008427,1.293581,3.246454,0.007411,0.007087,0.006044,2.303385,
,4.748016,0.007651,1.05219,3.690592,0.007591,0.003499,0.005531,1.830417,
,5.28141,0.004355,1.00768,3.50253,0.010379,0.00237,0.007877,1.467437,
,4.710019,0.849231,1.95335,3.168996,0.008714,0.004084,0.008466,5.311086,
,5.137274,0.006752,1.672155,3.648063,0.010058,0.019583,0.005497,6.63377,
,4.815612,-0.093738,1.870558,3.011022,0.010087,0.006009,0.004961,7.367792,
,4.817073,0.014791,1.439492,3.558656,0.015769,0.004694,0.004104,3.2201,
,5.382907,-0.000216,1.650159,1.969161,0.007913,0.007657,0.008458,2.725042,
,5.094173,0.001681,1.967863,3.058241,0.011514,0.004009,0.003671,3.750781,
,5.247731,0.000632,0.952635,3.246029,0.015852,0.002915,0.017347,4.646893,
,4.045902,0.000496,0.96417,6.273204,0.009849,0.004933,0.006341,4.405061,
,5.111489,0.009402,1.077415,3.734659,0.008389,0.003294,0.005249,3.452703,
,4.790264,0.008662,1.266318,8.841081,0.015438,0.002501,0.005135,1.766076,
,5.224317,1.092696,1.091671,6.776307,0.008401,0.011528,0.00408,3.678271,
,4.044955,0.491795,1.92062,2.80261,0.0131,0.002378,0.003776,4.247629,
,4.740794,0.026796,1.47075,3.416672,0.012632,0.002091,0.004666,3.171728,
,4.978138,0.003259,1.388781,5.841768,0.01264,0.121484,0.006393,4.121676,
,4.75878,0.003757,1.311808,4.794463,0.012734,0.002897,0.004764,3.410829,
,5.335799,0.00512,1.000156,8.060983,0.283525,0.001951,0.003879,6.197949,
,5.431039,-0.000624,2.14668,1.341131,0.007349,0.005516,0.034516,7.361786,
,5.141356,0.003545,1.370831,1.821804,0.008078,0.002335,0.003514,3.923435,
,4.747777,0.003866,1.057148,1.366154,0.007844,0.00719,0.003832,3.257835,
,4.74777,0.011266,1.384614,2.000656,0.008058,0.003668,0.004418,4.635908,
,4.900689,0.433428,1.200131,2.718059,0.013711,0.003569,0.00496,1.754604,
,4.760788,0.000796,1.623753,2.202102,0.008527,0.003466,0.005455,3.438076,
,4.773393,0.400394,1.377891,2.883041,0.0113,0.001858,0.005481,2.780082,
,4.069807,0.000653,1.649137,2.556025,0.009357,0.008598,0.00336,2.893116,
,5.306934,0.00817,1.349401,2.865737,0.009836,0.001668,0.004164,3.57834,
,4.7914,0.000474,1.410471,2.820419,0.00844,0.015671,0.003033,3.097901,
,4.725666,0.424313,1.14469,2.368789,0.008369,0.005112,0.004001,4.193236,
,4.743949,0.010766,1.517621,2.272557,0.008021,0.002755,0.003202,1.653692,
,5.354097,0.002541,2.575218,5.094232,0.01105,0.002547,0.007111,3.11305,
,5.388403,0.011288,1.191822,3.654989,0.011524,0.003402,0.005599,2.821208,
,5.14852,0.012261,1.021651,3.370336,0.012905,0.001701,0.002817,3.744438,
,4.74626,0.003973,1.236614,3.506967,0.009619,0.00281,0.003423,3.697228,
,4.919524,0.677383,1.21418,3.460035,0.013094,0.002014,0.003963,3.606719,
,5.771648,0.002182,1.932062,3.090692,0.008777,0.017358,0.003404,3.923815,
,4.782689,-0.000187,1.27323,2.653497,0.010438,0.00229,0.004378,3.291084,
,5.358552,0.002767,1.181129,2.485415,0.009624,0.002241,0.030584,2.572162,
,4.322518,-0.094603,1.99796,1.898115,0.00752,0.00222,0.003729,1.56242,
,5.068996,0.014292,0.977613,1.831109,0.01215,0.002899,0.004691,2.790949,
,147.279386,-0.00127,0.971163,2.413727,0.011241,0.001691,0.003173,3.048616,
,4.851383,0.009007,1.3254,2.17227,0.009975,0.002133,0.002903,1.747445,
,5.336569,0.447873,1.281715,2.631849,0.008128,0.005039,0.003946,2.990772,
,4.773031,0.012491,2.034577,3.050876,0.011707,0.00354,0.004127,1.729132,
,4.822308,0.884831,1.030965,2.984606,0.011173,0.002891,0.002537,2.214982,
,5.087023,0.012841,1.215738,5.058033,0.011823,0.017485,0.00323,2.388198,
,4.724781,0.01137,1.044985,2.330469,0.008971,0.006882,0.004253,3.132158,
,5.240152,-0.100125,1.164269,2.550283,0.010107,0.001996,0.004637,2.941961,
,5.024058,-0.110012,1.09187,2.789732,0.011029,0.006168,0.00426,2.030439,
,597.934115,0.009198,1.315044,5.014868,0.008919,0.00265,0.00326,3.14907,
,5.148979,0.019636,0.677148,4.203218,0.010368,0.003108,0.003329,3.685319,
,4.771598,0.467838,1.332849,2.1234,0.018787,0.001806,0.005324,2.847753,
,4.955123,-0.001453,1.492665,2.742873,0.010228,0.002824,0.007948,3.152891,
,5.232001,0.010502,1.030841,2.538122,0.01009,0.007595,0.005897,4.453996,
,5.004833,0.010447,1.282409,3.325965,0.009854,0.00205,0.003124,4.38931,
,4.736034,0.007957,1.488495,2.464779,0.007912,0.004587,0.006135,1.869124,
,4.774341,0.000327,1.614473,4.106023,0.008101,0.003205,0.008691,2.860759,
,5.589597,0.000157,1.025228,2.413755,0.009321,0.002818,0.003569,2.812202,
,5.116313,0.365561,1.031497,2.144589,0.011297,0.138511,0.024176,3.552951,
,4.822952,-0.000354,1.021097,4.459972,0.011638,0.003697,0.00372,3.130853,
,4.739232,0.015169,1.536014,2.986295,0.010229,0.002599,0.004396,4.453488,
,5.193309,-0.080579,1.484767,5.06322,0.01082,0.005631,0.002866,1.873272,
,4.370749,0.000686,1.070639,5.265722,0.007789,0.002886,0.004208,4.216085,
,4.755709,0.005314,1.31419,3.637798,0.017023,0.005602,0.007611,2.398799,
,4.731007,0.013485,1.213837,2.888578,0.009313,0.002831,0.003882,3.560344,
,5.016067,0.009408,1.328134,5.929706,0.037406,0.002682,0.004312,4.406466,
,5.079513,-0.088381,1.012179,3.128436,0.017039,0.002693,0.007762,1.546472,
,4.979475,0.011281,1.18233,3.872394,0.011466,0.002374,0.003708,3.62926,
,5.182007,0.002516,1.015188,3.494394,0.009924,0.004982,0.014681,4.347928,
,5.051395,0.011705,1.285054,4.384688,0.01394,0.00291,0.003559,4.032693,
,5.122539,0.402362,1.468933,3.153291,0.010768,0.003221,0.007428,4.267395,
,4.781013,0.003679,1.175341,6.201797,0.068342,0.006338,0.003111,1.510779,
,5.301579,0.004427,1.77708,2.958787,0.007711,0.005269,0.009911,3.644049,
,5730.919642,0.005035,0.988146,3.082537,0.008151,0.127409,0.00381,3.731208,
,4.724317,0.01632,1.248005,3.793907,0.010185,0.004427,0.003323,8.063166,
,5.121033,-0.085396,1.369775,4.311701,0.011676,0.008763,0.004096,3.275137,
,5.072095,0.000527,1.398126,1.568565,0.014136,0.003036,0.004934,4.443136,
,5.226376,0.000885,1.217937,1.566443,0.007974,0.005553,0.004843,3.439935,
,5.132806,0.018774,1.2868,1.753831,0.009989,0.008411,0.004198,3.271946,
,5.040148,0.412133,1.295417,2.178601,0.014345,0.007848,0.004256,4.638457,
,4.716425,0.005686,1.328205,2.34188,0.013389,0.00237,0.011204,11.049232,
,4.19792,-0.109474,1.418771,2.931739,0.007642,0.003574,0.004437,2.938856,
,4.694006,0.018586,1.791153,2.636987,0.009873,0.003565,0.003622,1.754331,
,4.721979,0.006616,1.337795,6.319738,0.013091,0.014409,0.006511,2.299001,
,5.105199,0.006137,1.057431,3.80773,0.014209,0.0051,0.004727,1.844611,
,5.395416,0.001938,0.960729,4.814187,0.011542,0.002621,0.006806,4.110299,
,4.852972,-0.000734,1.288936,3.021351,0.013433,0.004377,0.003885,3.90011,
,5.145459,0.415656,1.362644,2.200546,0.011162,0.01856,0.005966,4.420014,
,4.979532,0.004628,1.025744,2.505007,0.007926,0.002036,0.005452,4.74934,
,5.201041,0.013546,1.213081,2.550918,0.011438,0.002404,0.003023,2.217024,
,5.153342,-0.000918,1.396094,2.188704,0.011699,0.004036,0.003754,3.515919,
,5.141385,0.009661,1.786093,1.912629,0.010822,0.004109,0.003002,3.911601,
,4.916561,-0.004586,1.306921,1.753184,0.019786,0.003234,0.004025,3.436564,
,4.72993,0.003018,1.491369,2.455755,0.020144,0.005305,0.010104,2.007447,
,4.759939,0.004655,1.425421,3.084089,0.010275,0.002781,0.004797,3.577654,
,4.726821,-0.000669,1.423686,5.167237,0.009546,0.006129,0.024306,3.039584,
,4.785336,0.005203,1.032861,1.995304,0.008663,0.002194,0.005458,2.032185,
,5.018095,0.007324,1.05217,2.578324,0.011485,0.012969,0.008267,2.071174,
,5.113683,0.012536,1.31614,2.701774,0.008734,0.002866,0.003083,3.56876,
,4.210762,0.004046,1.465542,3.292748,0.011601,0.002952,0.004104,2.502576,
,4.72168,-0.004977,1.076481,2.91933,0.00744,0.00429,0.006948,3.272905,
,4.781204,0.012352,1.05475,2.995551,0.008963,0.002509,0.003184,1.662607,
,5.124344,0.003538,1.005377,3.53902,0.014363,0.00391,0.045907,1.577975,
,4.751485,0.011208,1.257847,2.757526,0.009945,0.018421,0.007133,7.469331,
,5.365964,0.007338,1.554026,3.780422,0.011708,0.00419,0.004385,4.025785,
,4.69669,-0.000344,1.103285,3.521616,0.009839,0.005367,0.009542,4.62161,
,4.873215,-0.08783,1.201248,1.384641,0.010992,0.013383,0.006527,5.343366,
,5.03445,0.00093,1.032174,2.442532,0.008673,0.009551,0.057616,7.905344,
,5.082519,-0.083867,2.75159,2.381717,0.01094,0.003111,0.024647,5.167655,
,4.985066,0.386263,1.400435,4.746751,0.01364,0.005756,0.00556,4.474621,
,4.907319,0.005391,2.956157,3.109975,0.00867,0.003913,0.02786,3.049253,
,5.124464,0.001666,1.281289,2.753754,0.007875,0.0066,0.003149,4.598502,
,4.912551,0.008664,1.082002,2.773235,0.012131,0.018346,0.003565,5.461405,
,4.790592,0.009705,1.023444,4.479302,0.01178,0.007007,0.003684,3.055761,
,5.046818,0.011514,1.264694,2.599047,0.008041,0.002712,0.006318,2.836582,
,5.065873,0.001384,2.050453,2.317778,0.020292,0.020957,0.007515,4.154044,
,4.764775,0.000222,1.353766,3.223398,0.007567,0.008918,0.025914,3.303836,
,5.420719,0.00967,1.214179,2.833296,0.007726,0.005638,0.006696,1.622836,
,4.710376,0.003124,1.183646,2.547859,0.014659,0.016582,0.008319,2.04478,
,16.551583,-0.000405,0.968717,2.597617,0.007592,0.004437,0.009211,3.244946,
,4.826218,-0.083343,1.443231,2.541612,0.013003,0.001964,0.004059,5.471536,
,5.210441,0.020339,1.395521,2.239959,0.007269,0.002786,0.005306,3.852426,
,4.71282,0.02188,1.452679,2.64858,0.010211,0.131284,0.019964,3.173272,
,67.992496,0.004888,1.342462,2.961296,0.007542,0.010374,0.004003,3.99594,
,62.799488,0.00543,1.187806,3.499,0.01639,0.004892,0.003628,5.905126,
,4.74204,0.00325,1.593579,1.911725,0.010795,0.002919,0.004524,3.719882,
,5.657093,0.008248,1.360184,2.02728,0.010216,0.016621,0.003729,3.792356,
,4.986773,0.00539,1.326692,2.108546,0.010161,0.010444,0.003857,3.687074,
,5.092768,-0.071977,0.965447,3.096085,0.008335,0.00652,0.003425,4.60006,
,4.048607,0.013819,1.181843,3.497006,0.011197,0.002969,0.008188,3.912944,
,5.374471,0.005172,0.997667,2.567308,0.012078,0.009051,0.005998,2.37004,
,573.27976,33.80053,0.811962,2.699101,0.006408,0.008921,0.003519,2.504534,
,4.730164,0.010958,0.99642,3.485514,0.007131,0.001829,0.004462,3.724656,
,5.173875,0.031117,1.337533,2.975399,0.011966,0.002221,0.003764,1.730195,
,5.120766,0.001039,0.957155,2.365632,0.011233,0.003257,0.012804,4.191985,
,43.786151,0.010667,1.266019,2.596389,0.007824,0.021735,0.005755,3.5388,
,4.844091,-0.102093,1.183745,2.583564,0.008415,0.003268,0.003879,4.436123,
,4.763002,0.009684,1.524744,3.082397,0.007784,0.011547,0.003846,3.83654,
,4.952674,0.007729,1.01722,6.180658,0.012071,0.002723,0.004084,3.557535,
,4.768255,0.013245,1.992695,3.029448,0.012692,0.002805,0.003162,1.558297,
,5.037411,0.005977,1.880268,2.658643,0.016701,0.002583,0.003649,2.714609,
,5.084992,0.005467,1.188217,2.40749,0.008752,0.002255,0.003657,2.670794,
,5.287775,-0.054847,1.717884,4.901566,0.012622,0.001574,0.003862,3.613893,
,4.735869,0.002564,1.163788,3.128298,0.0114,0.003352,0.006385,1.789922,
,5.447542,0.001467,1.303152,2.449105,0.014542,0.002236,0.005364,5.354296,
,5.186929,-0.000192,1.331657,2.895613,0.012492,0.031021,0.004273,4.311078,
,5.096144,0.002629,1.022898,2.395059,0.009071,0.004037,0.00307,3.280144,
,5.005662,0.003131,1.206896,2.793876,60.197402,0.002887,0.021776,3.126217,
,4.816217,0.000351,1.341073,2.121087,0.00811,0.007861,0.004061,2.434921,
,4.878642,0.002155,1.089723,2.34957,0.006515,0.003616,0.006258,5.44757,
,4.572256,-0.102549,1.040813,2.487322,0.007376,0.006574,0.003478,1.75177,
,5.33961,0.000598,1.444493,2.778762,0.01006,0.00248,0.003317,2.564711,
,4.932101,0.00204,2.553222,1.465357,0.008947,0.020145,0.006479,65.533955,
,4.044438,0.006098,1.363321,2.92939,0.008219,0.006153,0.0037,3.259981,
,5.002801,-0.088436,1.028377,2.715954,84.795896,0.017182,0.003221,3.310388,
,5.098202,0.000244,1.299736,5.197361,0.018915,0.00764,0.004525,3.600301,
,4.724763,0.004834,1.369822,3.414961,0.025488,0.015061,0.003745,3.97415,
,4.74415,0.00261,1.426941,3.135878,0.014321,0.005177,0.003749,2.98304,
,5.448249,53.440582,1.404468,18.814081,0.022389,0.006625,0.004669,3.099411,
,4.729614,0.011895,2.292596,10.1323,0.009686,0.002476,0.003755,7.781416,
,4.730735,0.390513,2.646081,12.491589,0.016034,0.002378,0.0028,3.103048,
,4.713575,-0.002186,1.35149,9.13652,0.010413,0.002408,0.005293,3.381337,
,4.733509,0.005671,1.133042,5.154324,0.042318,0.017043,0.006007,3.058735,
,4.720265,0.014098,2.013284,17.546404,0.011372,0.00543,0.008753,3.998244,
,4.753239,0.012911,1.311569,14.920457,0.019755,0.014192,0.006014,2.002908,
,4.856437,-0.000679,2.351181,14.369228,0.011798,0.027077,0.004994,3.023108,
,4.81356,0.013838,1.116308,2.436099,0.018169,0.003851,0.01404,3.973646,
,233.482757,0.009369,1.313935,5.795896,0.010499,0.020338,0.004726,5.380736,
,4.992749,-0.137626,1.425497,4.441308,0.019832,0.002998,0.004837,5.197197,
,4.772008,0.011863,3.300441,3.336986,0.011211,0.004789,0.004169,3.350654,
,6.448917,0.003565,1.154553,1.778263,0.014141,0.004417,0.012402,3.761451,
,5.397629,0.455984,1.352828,1.961604,0.011272,0.006548,0.006575,4.227511,
,5.184031,0.010256,1.519879,2.944897,0.011634,0.004259,0.003338,4.665563,
,5.097018,0.006642,1.350035,2.16206,0.008257,0.006745,0.008404,2.976545,
,4.689939,0.007701,1.807163,2.45313,0.014841,0.012128,0.006764,2.341045,
,4.726128,0.018035,1.449629,2.144597,0.105599,0.007031,0.003345,3.299029,
,4.769956,61.170826,1.346685,2.264106,0.006853,0.004303,0.011852,4.41,
,4.969216,0.018346,1.627548,2.83725,0.013622,0.008799,0.00499,3.685596,
,4.056664,0.007648,1.429257,3.584625,0.012138,0.171616,0.006391,4.275254,
,4.738697,0.010501,2.156046,3.122309,0.012606,0.018235,0.005907,2.456008,
,4.593075,0.013052,1.479841,1.949247,0.019508,0.002626,0.013771,3.471419,
,4.706927,0.018604,1.306844,1.816692,0.014434,0.006443,0.003758,2.128321,
,5.187557,0.004688,1.350022,2.49904,0.012278,0.006866,0.004685,5.378061,
,5.033434,-0.115958,1.610598,2.545367,0.014232,0.002433,0.007296,3.804981,
,4.903454,-0.097468,1.381544,2.288888,0.009336,0.0128,0.009128,2.414925,
,5.15824,0.01505,1.991615,1.935115,0.009893,0.027373,0.006047,3.815393,
,5.067332,0.00135,1.684932,2.267956,0.010588,0.013813,0.003579,1.999034,
,149.17738,0.0144,1.709649,1.963324,0.023285,0.006305,0.007936,3.566986,
,4.714511,0.008775,1.230392,2.512015,0.011382,0.018371,0.005464,5.386855,
,4.723469,-0.001602,1.262511,2.84881,0.013107,0.007034,0.005186,6.522995,
,4.703134,0.002589,1.305703,3.790154,0.014997,0.009053,0.008526,7.38592,
,4.92533,0.003045,1.134124,2.587641,0.017076,0.002045,0.006479,3.626619,
,842.692768,-0.133734,1.664506,2.639801,0.011373,0.005831,0.00918,3.77764,
,4.691538,0.006053,1.45897,1.852536,0.064692,0.008597,0.009646,4.679946,
,5.236877,0.01702,1.820584,2.282942,0.010344,0.002965,0.006014,1.825751,
,5.529623,0.009,1.817008,4.577794,0.013327,0.009173,0.009641,2.624502,
,4.786069,0.006227,1.502975,1.61791,0.009667,0.011559,0.010891,4.789602,
,5.036428,0.007222,1.688559,4.928957,0.012622,0.00309,0.010463,3.846822,
,5.275042,0.023947,1.45133,2.512485,0.012306,0.007568,0.009816,2.916761,
,4.735111,-0.115878,3.206844,1.735839,0.021072,0.039286,0.003559,10.524083,
,4.728746,0.011671,1.824462,5.061358,0.007381,0.008442,0.005982,2.022944,
,4.769233,0.004635,1.402727,2.373614,0.010048,0.0085,0.004318,1.899063,
,5.003625,0.019235,1.395613,1.562768,0.012484,0.002506,0.002961,1.93239,
,4.823598,0.005662,1.786139,4.939142,0.011282,0.003415,0.00848,3.725989,
,4.549271,0.009722,1.876344,2.849935,0.009639,0.00229,0.003766,2.334316,
,4.784368,0.003427,1.513829,2.95285,0.012239,0.002009,0.004646,1.925786,
,4.922186,0.00097,1.364783,3.605396,0.046804,0.003724,0.009552,4.220278,
,5.184952,-0.012442,1.089915,3.304071,0.009848,0.003579,0.005242,1.745163,
,5.077179,0.004146,1.879432,3.571067,0.011482,0.017194,0.008236,1.680114,
,4.836151,0.027577,1.05575,2.983562,0.012039,0.008274,0.006072,8.828157,
,5.041079,0.001208,1.026359,3.896066,0.013815,0.003651,0.004327,3.287465,
,4.880892,0.007519,1.313912,3.739404,0.008676,0.003779,0.00671,2.354436,
,4.562636,0.011923,1.081281,2.601066,0.01426,0.006074,0.004586,3.737827,
,5.108128,-0.148027,3.193619,1.672652,0.024355,0.008309,0.004622,1.811141,
,5.192528,0.003123,1.412047,1.716103,0.007979,0.001913,0.005858,1.955613,
,4.723467,-0.001076,1.048778,6.576117,0.009104,0.130865,0.00398,3.460673,
,4.736466,0.016881,0.834291,3.313078,0.007671,0.002324,0.013019,5.362564,
,4.731801,-0.004248,1.64079,3.008496,0.011088,0.009738,0.004382,5.535937,
,4.848641,0.003594,1.657966,2.197184,0.007888,0.002584,0.003999,7.349088,
,4.700438,0.429212,1.408303,6.515359,0.010877,0.002677,0.00846,3.536169,
,5.069313,0.006094,1.545846,1.29217,0.008638,0.007345,0.005146,3.258898,
,5.230549,0.009739,0.984298,2.835351,0.008832,0.007856,0.006848,4.607001,
,4.714038,0.00402,2.26185,1.378427,0.011125,0.005702,0.00485,1.761369,
,5.192147,-0.005691,1.275383,2.739566,0.011617,0.005259,0.005758,4.367347,
,5.115743,0.001824,1.363847,2.719057,0.007928,0.002465,0.004253,2.362278,
,4.801754,53.239175,1.0466,2.645313,0.013613,0.00449,0.004866,2.055386,
,5.300825,445.247658,1.171994,4.054241,0.010097,0.017197,0.004522,1.959196,
,5.012917,0.01372,1.313392,6.542818,0.017335,0.002015,0.004268,3.138255,
,4.79076,0.008955,1.163678,5.832703,0.011781,0.005528,0.008511,3.697134,
,4.853744,-0.089677,0.941926,3.375494,0.011947,0.002296,0.002891,2.138833,
,4.083754,0.005231,0.879665,2.835715,0.008701,0.016458,0.003068,7.956303,
,4.702969,0.42283,1.161011,4.623965,0.010714,0.005113,0.007321,3.582935,
,4.929754,0.009233,1.479705,7.871618,41.762235,0.002078,0.006518,4.195449,
,4.924003,0.000322,1.002315,6.255944,0.011159,0.003008,0.005987,2.498184,
,5.080755,1.114993,1.271311,6.464388,0.008703,0.003369,0.006308,3.261015,
,4.7361,-0.000531,1.270581,3.528826,0.007556,0.006417,0.003639,2.051473,
,5.02227,0.00259,1.185946,16.1442,0.040279,0.012174,0.004581,3.008078,
,5.19933,0.002211,1.226682,6.428356,0.007435,0.145973,0.004769,3.267622,
,5.041191,0.007604,1.229842,4.482337,0.012269,0.001889,0.006759,3.133994,
,5.137107,0.001964,1.002225,3.854542,0.007865,0.013315,0.005789,1.603694,
,4.562626,0.009681,1.36203,5.858629,0.007486,0.002408,0.007902,3.970582,
,4.880023,0.008679,0.871685,3.305358,0.0072,0.002247,0.005833,1.42623,
,4.698716,48.081099,2.00704,2.618547,0.007584,0.010794,0.007162,6.466454,
,4.736082,0.003764,1.677239,4.735968,0.007108,0.003626,0.003792,7.344865,
,4.747959,0.008857,1.450078,2.966169,0.016145,0.003392,0.004027,6.748974,
,6.229146,0.012193,1.469935,5.404124,0.009335,0.00514,0.008138,4.604075,
,4.724813,0.003382,1.020557,4.732498,0.007767,0.006423,0.003598,1.809448,
,5.573408,-0.095807,1.432408,3.32418,0.011969,0.006246,0.007443,3.94504,
